x1,x2,x3,x4,x5,x6
72.09104612763718,169.1273751802781,291.15105452839583,258.6232096385627,467.86160208440924,318.83817254107726
86.08669646470787,234.4368978369974,334.793402694333,347.6305245922034,523.428662592548,330.382849284613
99.4825690262768,292.9021593008258,376.2503901240482,431.2771100052819,572.2880495788424,340.0057079333059
114.92779574449754,344.36627882477165,413.9430314225181,515.4103752640345,621.764386176825,346.1703453314572
124.81392763507108,396.51167775550044,452.78927080266874,595.7458887273903,673.7996285955975,349.3886421011411
128.0752291862952,446.5947070553546,493.2580789526438,666.675440724186,722.7709675049883,349.46342408237325
131.31810244999943,488.20123481000763,534.9804078295105,726.3510250061594,768.6816676284449,346.97201133147763
141.51541926572133,523.1181318142158,572.3171286353314,773.9240966988315,803.3254821609298,350.76571911895127
154.43576500300063,553.117707584686,603.067872809601,808.7981470891424,824.1211347562521,357.8542956851935
165.355403874634,579.9061834983676,625.7198461451131,835.457833120057,840.1452136868329,365.62442540221537
169.82780598287613,608.2894980645219,637.9299184303068,858.0219737935346,855.6631372245696,369.3298638612479
169.60530669770273,640.7293923001729,642.1302328471289,879.0511787071288,866.5165403655277,368.5048130693746
171.42968839958488,669.6046354424158,640.591177760383,903.844325630257,877.1369266980404,366.15031298350806
167.10941727646812,686.0800243167243,636.3983105995684,923.0005090849978,884.7507892728925,372.08976042674595
159.95420955794427,695.1953710497961,630.7927090459982,939.9031827321103,886.3719896115546,374.0935729668492
155.9437003957111,709.2911467765521,623.6146602863846,952.5867219890924,884.3833653175418,369.485365505472
151.22683402844623,721.727940963066,614.6913021623619,956.1556306702917,880.9966544731094,363.5074662793488
146.64181928652005,728.1234905328811,604.9721287812354,958.061872956613,873.8635342936205,356.74528908320053
137.04095192203366,731.6405272135815,594.3793844453494,960.7488184486305,861.6436605855089,349.89335804008715
125.7650488013945,731.741628265616,583.0491781457515,961.5285175628343,845.4727361334756,343.638815957889
116.1163120337232,733.6707668841817,573.3820662947451,955.8420809619433,830.9713599617027,338.41851165437544
106.84030288158193,743.0779045094398,562.0954518881974,942.666864387694,811.592730379789,334.4831152063126
100.43903733757233,755.0887495289747,543.6616739274732,921.2818217668238,784.795481431445,333.1029526756392
97.95176390749043,758.4625293108759,526.6583349704957,890.9264728917252,754.0824010708494,332.75591400074177
96.70939125856711,753.0491635854124,513.02270818601,858.8013403272951,723.5019813767024,339.17615298883555
92.16914295971283,746.1811064912828,500.8823977264308,833.4485537789557,700.4478830680711,342.74702078718025
76.25960357686017,740.7483774698604,495.70056913948605,825.3862582326842,685.2523950931156,331.1032174665713
51.92435643076241,737.2457892882521,489.4180819575853,824.1563347005679,672.6462715085164,305.0993139231196
27.941312912988273,729.8351540149505,483.0839016097055,818.9120622653213,652.9814801789693,271.3649288234963
14.917104580761022,721.6088486141583,470.4322123289316,798.6218720808807,624.5677204505314,244.5841123535214
6.717885484164384,717.8050861396024,451.1244748820578,772.8808308513447,591.7104938824742,226.5301845933068
2.553996371344171,717.5760817697958,428.0928767630082,750.2845371271634,560.619077504728,210.42398262364614
0.9483789921075207,719.6653326397602,402.7894623214867,729.248367163688,526.7378435808149,191.87522780858814
0.23492538129733717,722.7885068373281,375.15260305670336,709.8384649868462,490.86585266430814,173.81527028863167
0.05803125534024465,717.7993764406343,348.5813771239416,686.802877273248,459.04371298246537,163.65209061684672
0.03025346899081707,709.6849554749017,327.8679941780286,655.9839414417305,431.46347318086436,160.10477424483315
0.01295093675315769,705.8266936051641,310.78706456758005,622.285191552617,406.9983377251931,154.9780707998338
0.0045566063541623465,704.2562095113578,295.51119614341985,590.3787129132565,379.887806569703,149.73977927631844
0.0014170294449189753,705.1661409224882,279.5540899245403,564.3637835256994,351.43485757458916,137.86887830598678
0.00029404594614196804,705.588849216284,265.0404571689106,550.8412983161835,327.83207905881386,119.01440668713727
8.231728109089561e-5,705.1128110203048,253.47390569403402,545.0005237363644,310.6755247277924,101.27980111954159
2.3431057217845062e-5,708.1180755744086,238.6033302708905,538.3989575094331,297.6427836913118,84.32915171380075
6.494885352924267e-6,716.9670791795845,221.1598138856118,530.391671397994,287.8273059135352,65.17382097368143
4.8798291839930055e-6,731.7673346212432,203.3472683766079,519.8615243606592,281.40303477659614,48.25481321678732
3.5375338126854164e-6,744.1995006405385,190.35772167273825,510.9289779013892,279.3550135570822,33.89341465502401
3.3202673719620665e-6,760.0561305349177,180.8119598981148,502.70042215245604,283.4846875031482,26.016881351228697
1.958643901616067e-5,783.236786079037,172.6700935340099,498.6729977433439,293.48559296290654,17.053317828507776
4.193223592899873e-5,813.0188082817895,167.09011725524104,499.30487410701267,315.43203878690315,8.411305610275345
0.00020845513787449394,856.0815331832038,167.17103893778875,509.1417208465667,365.121093008348,1.8642582683282707
0.004189842619250305,908.3184344880918,173.23988243802097,520.7516344297974,450.65237672183457,0.24411628119441908
0.35757229490660947,971.3158697754449,181.3532275979063,537.684091991751,585.2986547990297,0.10243033941954147
13.420126257983945,1037.7385638564572,187.6975724964311,558.180177416238,796.124912271515,0.16220363566116247
68.63741359626968,1089.5059320315825,192.5759089468637,571.218188332587,1132.3548010702777,0.8029862960400495
137.63756187864826,1119.522878861449,206.2846021177105,588.3279916322699,1691.1475783810242,7.46953680968031
204.7416995645573,1098.9360683431473,237.85172160741058,611.6556034451971,2638.0399679084967,18.7918763328922
264.5581486959904,966.413759727173,295.06562053144376,641.7322005187377,4205.440445598045,39.22810101225839
300.8132266931943,653.0476572306918,385.6170770681586,703.6345737923791,6624.9789968546065,56.28652653245043
336.1378902625931,188.84903569187492,495.5855377187148,829.1398482272466,9588.62113658859,50.90495928306223
562.9734623709069,0.6508697871220818,522.0266418736436,1009.4596181192927,11152.413553107304,37.54718670632437
1138.6929956298547,4.929724674434525,482.58974179176664,1227.3520153067177,10547.195121893916,42.57742320594996
2126.6713914715056,392.9082518328459,340.67610235137175,1533.3637561687394,7785.657601899356,54.934736591382446
3467.741516683111,944.6612126435358,160.22943495502074,2008.0622960704966,4450.99017796413,70.2195046905712
5032.039927923687,1287.7293098962984,0.08363159058769737,2852.6048600552767,2371.511390566761,49.65458727800713
