1.555778146400700779e+00,1.765428488488221259e-01,1.468199816486180476e+00,4.989496382421716031e-02,1.207994315045751625e-36,1.174936609593606462e-01,1.359151802152618327e+00,1.508961624710612366e-14,1.555778146400700779e+00
1.765000109682569596e+00,6.342332433587261953e+00,3.152745918704271122e-01,2.874080656190517065e-04,1.461681022304267032e-02,2.921539473587455096e-02,1.666645768174524589e+00,9.668770001343159852e-11,1.765000109682569596e+00
1.632671399450215777e+00,1.346111832388422469e+00,1.098788681901199826e+00,1.566887388303823958e-02,4.396896896038042513e-02,1.025639465950904661e-01,1.196105341218726359e+00,2.144876080650463455e-10,1.632671399450215777e+00
1.690844788965937484e+00,-9.897897928521143252e-01,2.060131415323172843e-02,7.257739368662788695e-03,2.603999380127105590e-38,1.709067014693740200e-02,-2.268461694220050839e-01,3.074835993200571533e-11,1.690844788965937484e+00
1.823627684312518760e+00,8.207403616957341796e+01,1.197030681792285334e+00,1.349286116217750589e-03,8.795707942825263873e-03,1.818569890127734456e-02,1.176409859956774007e+01,1.126068698892244376e-07,1.823627684312518760e+00
1.795909982508159475e+00,-4.104862038823890202e+01,5.571238795068669258e-01,2.290803548139399778e-02,2.126827710589739964e-06,5.394642209239998432e-02,-4.792687301397477562e+00,5.320951791840086501e-14,1.795909982508159475e+00
1.894000128117695914e+00,-1.603732329760488184e+01,7.043162359258577920e-01,7.533628602031637203e-10,1.628722172782955807e-02,3.257444333993535224e-02,-1.844448163459132761e+00,1.581788299808716686e-08,1.894000128117695914e+00
1.832740553599590427e+00,-2.011011146231446745e+01,6.442936067489369201e+00,3.375365230636640391e-04,1.489163120409135038e-02,2.976637531637016387e-02,2.883325099078137832e+00,2.379556339979342439e-10,1.832740553599590427e+00
1.924148101795791765e+00,1.757787658230119399e-01,3.193046822482024094e+00,8.961921938474778221e-03,1.492546164791986284e-02,4.135234033832033140e-02,2.654305642201038928e+00,2.311764555490376538e-11,1.924148101795791765e+00
1.980957983556584479e+00,2.199767254444939724e+01,3.726073625319308857e-01,2.661572454298187854e-02,7.715130450469906738e-08,6.267531860278713340e-02,4.332162234546371948e+00,1.423128880213491373e-12,1.980957983556584479e+00
2.030882868269001218e+00,-1.626375794275402464e+00,1.087156164071532594e+00,3.288276975657261625e-02,6.456066528554664334e-03,8.423706785433375532e-02,6.485273126178348058e-01,1.032059034284608538e-14,2.030882868269001218e+00
2.081500154912936384e+00,-4.615718365426761061e+00,6.730854589452502923e-01,2.020102333306311892e-15,1.916270845862434388e-02,3.832541691724837551e-02,-6.100091822537765385e-01,1.519620427869640385e-12,2.081500154912936384e+00
2.115718420554848933e+00,3.512660470889985009e-01,3.636819029345106813e+00,1.008676110577346775e-02,1.382830893100569884e-02,4.186896650785996987e-02,3.117453493778256757e+00,1.569784263359023066e-12,2.115718420554848933e+00
2.070250153305222440e+00,6.805384179711172266e+00,1.380447279395244697e+00,2.193944758521209846e-25,3.212429554341024451e-02,6.424859108682048903e-02,1.488095930481413864e+00,3.595490255906708845e-13,2.070250153305222440e+00
2.229750176099040804e+00,4.588005617885537735e-01,7.756288293995365624e-02,1.042538246967346371e-02,3.352227037532198427e-03,2.819621629947416039e-02,8.704668017763372845e-02,3.404474285047518106e-09,2.229750176099040804e+00
2.170397486510055263e+00,9.589957082313252945e-01,6.385609466004087131e-02,5.654102113978709792e-08,1.672316990185948246e-02,3.344633111936225894e-02,1.929773921687497895e-01,1.483156003786925325e-09,2.170397486510055263e+00
2.263596776012381628e+00,-1.240292225810295612e+01,2.635363790851367405e+00,1.024912459491594992e-02,1.409920125900724491e-02,4.261734731447482799e-02,-6.068253292142564703e-01,4.734836153232081449e-09,2.263596776012381628e+00
2.469000210289769015e+00,1.681585036690362855e+01,1.757086459346589802e+00,5.750000745954218784e-02,5.750000819306168992e-02,2.068544640835019710e-01,4.531369221870186870e+00,5.246177705919000584e-13,2.469000210289769015e+00
2.227815174807465048e+00,-1.276383440115332668e+01,1.945402991425599151e-02,5.847554741110811208e-03,1.615805947771464341e-22,1.376993911878350227e-02,-2.925463400562437144e+00,2.408054115022119431e-10,2.227815174807465048e+00
2.364859661272665559e+00,1.144687728394221971e+01,3.220217098029253266e-01,1.716426633853296649e-02,2.562653808615423384e-02,7.450429812102356275e-02,2.907382086522987574e+00,8.969852074514861660e-11,2.364859661272665559e+00
2.632389361350710555e+00,-3.584656481828544461e+00,4.783017369405063057e+00,8.156821954965486760e-03,2.225409303531923275e-02,5.227472112215069550e-02,2.969690526148998977e+00,6.086492628037477880e-11,2.632389361350710555e+00
2.677750240121804293e+00,1.789889287742304447e+01,2.232679371988613770e+00,4.723283861137676276e-11,1.932437516688976023e-02,3.864875032652409503e-02,4.375391258855112042e+00,1.449615954290568049e-08,2.677750240121804293e+00
2.567034952268031578e+00,-4.037733649833143090e+00,7.280848097072528669e-02,1.712427172151602742e-02,1.775512794085264376e-20,4.032457830638258578e-02,-7.549270355352477591e-01,1.487313077308089977e-09,2.567034952268031578e+00
2.500695247019080636e+00,-4.587300220078136537e-01,6.899000938052585186e-02,3.401101965185710646e-02,6.650018032031789955e-10,8.008983149127965606e-02,-3.146860893180458696e-02,1.015438416574737154e-14,2.500695247019080636e+00
2.748953038027719398e+00,-2.605245396432079019e+01,3.692568964509817420e+00,1.738491271200603636e-02,9.827233382331598073e-24,4.093834093534517993e-02,-8.504417210718762110e-02,4.041625183378573577e-09,2.748953038027719398e+00
2.704349541074730023e+00,-1.339280599082187706e+01,1.064623366539218630e+00,3.137876100214082031e-02,4.578421718233721942e-12,7.389133540064229955e-02,-1.000874313472080335e+00,1.226288719424010417e-14,2.704349541074730023e+00
2.778415302526900277e+00,1.293332353314023351e+02,1.258964638227290378e-01,9.669748894850274321e-03,1.128882414221176486e-33,2.277051852800929602e-02,1.887921814444885271e+01,2.825724203188303703e-09,2.778415302526900277e+00
2.686997908648403044e+00,-3.745790725418741829e+01,1.967575789163540090e-01,1.142465082274256132e-02,2.888222720439527413e-20,2.690299676487351022e-02,-5.247935298507028890e+00,4.015651911994384692e-12,2.686997908648403044e+00
2.922013362592751573e+00,9.725679456470841444e+01,9.309325304447712668e+00,2.375000339406374214e-02,2.374971064236619175e-02,8.543946668489293961e-02,1.277473952994964179e+01,2.860768340095273504e-12,2.922013362592751573e+00
2.891407294852297305e+00,2.127442728626738244e+01,3.129059225370049546e+00,1.977858104788536228e-02,1.923851774146095178e-02,7.037782393889642496e-02,4.104209644021103109e+00,1.104785117805477467e-12,2.891407294852297305e+00
2.921047153705202071e+00,-3.755291250268086856e+01,1.127934977149817053e-05,2.375000338101366376e-02,2.375000133790191106e-02,8.543988504109577276e-02,-3.567522820922127913e+00,3.960745976663435584e-14,2.921047153705202071e+00
2.921027880444256208e+00,-3.795281801466479266e+01,2.979777281639054914e-06,2.375000338109115733e-02,2.375000136049092159e-02,8.543988507377435482e-02,-3.605517069933059648e+00,4.002928066718713597e-14,2.921027880444256208e+00
2.992245361471509657e+00,9.713565187958155267e-01,1.673929624713422726e+01,1.194297197243046962e-02,1.025291146940176222e-02,4.057019714949450934e-02,1.596732571832914083e+01,1.174912103887949624e-07,2.992245361471509657e+00
2.921124576059186406e+00,5.359894084829186767e+01,1.459323772265928199e+01,6.149007663697415860e-02,2.896856325349668729e-13,1.447980650355249199e-01,2.241897811611053015e+01,2.274736820120300852e-08,2.921124576059186406e+00
3.188767221641797711e+00,-1.582311296702438419e+01,3.692959624475468730e-03,7.125001016628361439e-02,7.125001016391596664e-02,2.563196640251689251e-01,-4.507848459960065668e+00,5.004717151768717658e-14,3.188767221641797711e+00
3.188765072056859662e+00,-1.405042546465688602e+01,3.693068892428077489e-03,7.125001016629514683e-02,7.125001016392377984e-02,2.563196640252050629e-01,-4.002632376360987010e+00,4.443814623346073159e-14,3.188765072056859662e+00
3.511582013823563830e+00,8.229432254846273054e+01,5.537606478147394817e+00,1.143465959800337925e-02,1.984974054046047959e-02,5.406081339919480144e-02,3.969568665446915645e+01,6.089329661519426227e-08,3.511582013823563830e+00
3.429867931017910543e+00,-2.738949395395469821e+01,2.431728585186952785e+00,2.779448759455982118e-02,1.323738323928010281e-02,8.037128494864453909e-02,-9.170716974020125534e+00,3.671633365600249610e-12,3.429867931017910543e+00
3.653500379564238454e+00,-8.943403977475751887e+00,4.392866518585895719e+00,1.050000150053350539e-01,5.464614105288198576e-02,3.094387106305867552e-01,-2.007422767992860457e+00,1.590268075736484729e-11,3.653500379564238454e+00
3.311624632153761016e+00,-1.982330333256949828e+01,1.008429401286647931e+00,1.244135642843043586e-02,3.047445794991308909e-02,7.369382600266846661e-02,-7.444488476093859219e+00,5.883540765881513690e-09,3.311624632153761016e+00
3.662926227402142576e+00,-6.126823824080629421e+00,4.695721911050355857e+00,1.225678204155026826e-06,4.079269626737169058e-02,8.158520443169051117e-02,1.122464116857650795e+00,5.563570796746513049e-10,3.662926227402142576e+00
3.823465345911587043e+00,-1.280390970678047324e+01,6.918313037561351075e-01,5.047444581200725977e-02,4.311780688821509550e-17,1.188582367599431977e-01,-3.152049500845688357e+00,1.228541956522514614e-13,3.823465345911587043e+00
3.858587238360342564e+00,-1.304415192920800415e+01,3.418400416797561792e-01,1.932653550354713340e-02,8.385167981199889362e-03,5.487332729127621794e-02,-3.587642026959545483e+00,3.289598743965992529e-11,3.858587238360342564e+00
3.742717054843621494e+00,4.768530584382954629e+01,7.832882071111002542e-01,2.531246362273435052e-02,4.518254566314796005e-31,5.960629672793157224e-02,1.508888161798035732e+01,1.301988341012559994e-08,3.742717054843621494e+00
4.152337857713823688e+00,7.436018487687787726e+00,2.383000869535387256e+00,1.846868269258825773e-02,2.930083021776434468e-02,8.289199507148828361e-02,3.705172980108261349e+00,4.314285240100402163e-14,4.152337857713823688e+00
4.207788007791788409e+00,2.007263158079761922e+01,2.416105697196504476e-01,1.366035767588819928e-02,2.256921439508713345e-10,3.216768430253589411e-02,5.163852690252770827e+00,3.024154247866846117e-10,4.207788007791788409e+00
3.929750419042560949e+00,-8.155096735633865279e+00,4.197315092945868020e-01,4.512499297674919113e-02,2.447268050540761418e-38,1.062612379935298085e-01,-1.924379582649033305e+00,1.586743069854472367e-08,3.929750419042560949e+00
4.091762179275009181e+00,-8.258098465754372342e+00,3.593900631687821368e-01,3.103911712470916552e-11,2.704017596978689972e-02,5.408035193480588421e-02,-1.795567913697566409e+00,2.526057808570426085e-08,4.091762179275009181e+00
4.237564313821655659e+00,-5.835639622527287962e+00,2.554815448994898652e+00,2.504302498424248666e-02,2.382470296259292953e-03,6.141443469375152536e-02,1.584117531721078276e+00,2.237776311288025621e-14,4.237564313821655659e+00
4.197700984498847099e+00,-9.248545932880675835e+00,3.633141304192225030e-01,1.330437348785607800e-02,3.251599112507326321e-18,3.132940537578182000e-02,-1.080414973225469977e+00,2.999598171458558245e-09,4.197700984498847099e+00
4.218365010291864614e+00,-1.132811942169477071e+01,1.919569572715640327e-02,6.983685412268635789e-03,5.939210192412863598e-17,1.644532239700047249e-02,-1.453531833287050379e+00,1.645490751290279439e-09,4.218365010291864614e+00
4.285230930151586293e+00,2.881971114339923190e+01,1.313492415694212934e-01,1.809519594144571794e-02,8.404049565671573646e-17,4.261093012167913030e-02,3.877774304407832773e+00,3.202344203170928080e-12,4.285230930151586293e+00
4.539829634041800510e+00,-5.374195779424189467e+00,2.232268322207549449e+00,3.213251690443127973e-02,1.684514366766809781e-02,9.485007130149762655e-02,1.085319774281123806e-02,3.227108385802379129e-14,4.539829634041800510e+00
4.333321983888847484e+00,-5.506055215995746543e+00,1.419910164540764130e-01,2.713848603089572681e-02,8.921794947709951908e-10,6.390625178703404630e-02,-1.067959109817973928e+00,4.530340189845453630e-12,4.333321983888847484e+00
4.469528098733659860e+00,4.487386287261017515e+00,1.224706423821750462e-01,3.236679478021819729e-03,1.497915167037642409e-02,3.196863120470622155e-02,1.030075966269298648e+00,1.465890421156185085e-11,4.469528098733659860e+00
4.534350780866976294e+00,5.744709208820355073e+00,2.979573805557287833e-02,9.169991701514598748e-03,6.243438999367011557e-11,2.159368033375410473e-02,1.203060882358572892e+00,1.295391807784912769e-13,4.534350780866976294e+00
4.620935143517568733e+00,2.477754830145932896e+00,6.745901251232701012e-01,1.975333029902837101e-02,2.015746261299009715e-12,4.651553814627931716e-02,9.835920832275746317e-01,3.371916954419802911e-13,4.620935143517568733e+00
4.547500507316386553e+00,1.437008804600798939e+01,7.115180053244481222e-11,3.357215477839403661e-10,3.125000431762971903e-02,6.250000858368934264e-02,1.796261262481004817e+00,1.994250611848663485e-14,4.547500507316386553e+00
4.547500507331347031e+00,-2.344171559283596273e-02,6.510034759175976286e-11,3.125000435022350781e-02,3.125000434842835351e-02,1.124209048821607632e-01,-2.930214840616746346e-03,3.253191983151044837e-17,4.547500507331347031e+00
4.547500507332134845e+00,-2.344171544996720771e-02,6.510034757996140144e-11,3.125000434342226074e-02,3.125000433577436454e-02,1.124209048492698926e-01,-2.930214822758148933e-03,3.253191963324018840e-17,4.547500507332134845e+00
4.752738636424437502e+00,-3.844087237544223656e-01,1.692785896323561329e-02,8.552559365127230043e-03,4.863983439776772225e-24,2.013973822931876961e-02,-3.688937005329229191e-02,1.248261843552583480e-11,4.752738636424437502e+00
4.817947882750765132e+00,1.684022475666039753e+01,1.213975588770906285e-02,1.927693536295786063e-04,1.467634843854487822e-11,4.539371526299610933e-04,2.357669981706499218e+00,2.302025037652872509e-11,4.817947882750765132e+00
4.731155663178587822e+00,-2.094964303362329527e+00,2.845041978464900367e+00,1.697121715045338611e-02,3.500000500176331936e-02,8.935589408293591329e-02,1.649499946416458362e+00,1.831312819629514135e-14,4.731155663178587822e+00
4.817141263226027093e+00,-1.897778724826475916e+00,5.385204617634158364e-01,4.402357591069384266e-06,2.318424352392637819e-02,4.636781473192753272e-02,-2.197525275943401635e-02,6.878564288500131461e-09,4.817141263226027093e+00
5.062197056180066213e+00,-3.090915414364345182e+01,3.376633339602013706e+01,4.185978099057973550e-02,8.000001143263645031e-02,2.098864028887654776e-01,1.141570207104423851e+01,1.452259767023159933e-13,5.062197056180066213e+00
5.158500594640704762e+00,2.448031677373080583e+01,1.955184196060937296e+00,1.082266670912493053e-02,1.429140119192831918e-02,4.408626085536075656e-02,8.314454058014588256e+00,3.271830350064123837e-09,5.158500594640704762e+00
4.891587859462187993e+00,1.325631413428569605e+00,2.618756299937087473e+00,2.323843077304508318e-06,6.258692120246915624e-02,1.251734858455034460e-01,2.225620702706895049e+00,2.470935334555674180e-14,4.891587859462187993e+00
5.136463859377889740e+00,1.014867458830236302e+01,9.709658340274829325e-01,3.192575038334505982e-02,3.067209617214801804e-22,7.517939695535545697e-02,3.818590885521591538e+00,1.403355844510223878e-09,5.136463859377889740e+00
5.173651424190436110e+00,-2.423335303456970991e+01,1.927791635685697358e+01,1.369009584397308868e-02,5.721903821450441407e-02,1.237568645313653071e-01,4.684831694811524727e+00,1.720339953789005290e-09,5.173651424190436110e+00
5.135253188596508700e+00,7.565142108225568052e+01,9.391973906588941823e-01,8.932819620585090090e-03,1.153629479268638604e-02,3.599227827299541355e-02,1.877465839946449933e+01,2.627322967959611240e-10,5.135253188596508700e+00
5.282781443808265642e+00,-8.506658324535880666e+00,2.272883876924606916e+00,7.659436504986016914e-03,4.302103197106525723e-02,8.998728042238671176e-02,-3.055519217890966810e-01,3.468800998844912340e-10,5.282781443808265642e+00
5.194087655914094270e+00,-3.419727767032404131e+01,2.150495367108363975e+00,2.271443854716656205e-02,1.343934425400476968e-03,5.485220160166109915e-02,-6.274159137386961405e+00,1.353364583638290936e-11,5.194087655914094270e+00
5.495844912090968037e+00,2.725598784471839675e+00,3.972232288924124055e-01,1.868702299038271092e-02,2.669966931916276887e-16,4.400457631970767364e-02,4.243976701687076081e-01,4.711760650185721276e-15,5.495844912090968037e+00
5.392750628116896650e+00,-3.004666778443645825e+00,5.713928009297742916e-01,1.754225015964238493e-02,2.375000336280441021e-02,7.235540974567607198e-02,-7.174270296124476975e-02,1.876491652648587365e-11,5.392750628116896650e+00
5.497250595377864535e+00,-4.614320512519134443e-01,1.032886937919666737e-01,3.203514455304107206e-06,2.572015640430210361e-04,5.140957331134134037e-04,-4.214228600501842420e-02,2.914907431460652220e-09,5.497250595377864535e+00
5.465750270987134840e+00,1.115859665206618345e+01,4.919956979015033260e-02,1.189601062025053002e-02,1.199559190313994506e-15,2.801296426446819865e-02,1.109066997902684815e+00,1.270194877690347195e-11,5.465750270987134840e+00
